index,site,meter_id,kwh,kwh_pred,timestamp
2024-09-01 00:00:00-03:00,SITE_A,SITE_A_M1,21.296664894969688,22.142056631321555,2024-09-01 00:00:00-03:00
2024-09-01 01:00:00-03:00,SITE_A,SITE_A_M1,21.32173568796624,21.831918153440064,2024-09-01 01:00:00-03:00
2024-09-01 02:00:00-03:00,SITE_A,SITE_A_M1,22.94868789778558,21.65884286937438,2024-09-01 02:00:00-03:00
2024-09-01 03:00:00-03:00,SITE_A,SITE_A_M1,19.798755664803387,22.130171918557878,2024-09-01 03:00:00-03:00
2024-09-01 04:00:00-03:00,SITE_A,SITE_A_M1,21.180641697665067,21.457442644208864,2024-09-01 04:00:00-03:00
2024-09-01 05:00:00-03:00,SITE_A,SITE_A_M1,23.669665967155083,21.5524097899944,2024-09-01 05:00:00-03:00
2024-09-01 06:00:00-03:00,SITE_A,SITE_A_M1,22.1500136518691,22.500568641561483,2024-09-01 06:00:00-03:00
2024-09-01 07:00:00-03:00,SITE_A,SITE_A_M1,22.73854015859205,22.300753890029327,2024-09-01 07:00:00-03:00
2024-09-01 08:00:00-03:00,SITE_A,SITE_A_M1,26.511735534451926,23.931787941017973,2024-09-01 08:00:00-03:00
2024-09-01 09:00:00-03:00,SITE_A,SITE_A_M1,26.711011653137078,24.685702133950134,2024-09-01 09:00:00-03:00
2024-09-01 10:00:00-03:00,SITE_A,SITE_A_M1,23.863610873735162,23.711594622610875,2024-09-01 10:00:00-03:00
2024-09-01 11:00:00-03:00,SITE_A,SITE_A_M1,24.789260964600587,24.428325657402823,2024-09-01 11:00:00-03:00
2024-09-01 12:00:00-03:00,SITE_A,SITE_A_M1,26.45388857541125,24.078713617486073,2024-09-01 12:00:00-03:00
2024-09-01 13:00:00-03:00,SITE_A,SITE_A_M1,25.7427724917031,23.324618336189992,2024-09-01 13:00:00-03:00
2024-09-01 14:00:00-03:00,SITE_A,SITE_A_M1,24.97314516673137,24.65183339712359,2024-09-01 14:00:00-03:00
2024-09-01 15:00:00-03:00,SITE_A,SITE_A_M1,24.717404565874407,24.228794260660273,2024-09-01 15:00:00-03:00
2024-09-01 16:00:00-03:00,SITE_A,SITE_A_M1,24.675590758336465,23.608365590326613,2024-09-01 16:00:00-03:00
2024-09-01 17:00:00-03:00,SITE_A,SITE_A_M1,27.143440397692547,24.233471021984325,2024-09-01 17:00:00-03:00
2024-09-01 18:00:00-03:00,SITE_A,SITE_A_M1,25.737767860191425,23.420110855769583,2024-09-01 18:00:00-03:00
2024-09-01 19:00:00-03:00,SITE_A,SITE_A_M1,23.33969816180479,22.31892155387606,2024-09-01 19:00:00-03:00
2024-09-01 20:00:00-03:00,SITE_A,SITE_A_M1,19.686246050535527,20.779917495696225,2024-09-01 20:00:00-03:00
2024-09-01 21:00:00-03:00,SITE_A,SITE_A_M1,21.718105007585706,21.643046632444886,2024-09-01 21:00:00-03:00
2024-09-01 22:00:00-03:00,SITE_A,SITE_A_M1,21.70504511274676,22.22909432378375,2024-09-01 22:00:00-03:00
2024-09-01 23:00:00-03:00,SITE_A,SITE_A_M1,23.94533878924886,21.730387655956655,2024-09-01 23:00:00-03:00
2024-09-02 00:00:00-03:00,SITE_A,SITE_A_M1,22.686353295206583,23.339292945036807,2024-09-02 00:00:00-03:00
2024-09-02 01:00:00-03:00,SITE_A,SITE_A_M1,24.437442872330397,22.599505660325192,2024-09-02 01:00:00-03:00
2024-09-02 02:00:00-03:00,SITE_A,SITE_A_M1,22.61456297660309,24.07790397652692,2024-09-02 02:00:00-03:00
2024-09-02 03:00:00-03:00,SITE_A,SITE_A_M1,22.615534513202388,23.808580115084368,2024-09-02 03:00:00-03:00
2024-09-02 04:00:00-03:00,SITE_A,SITE_A_M1,23.448170249549666,23.047508826665474,2024-09-02 04:00:00-03:00
2024-09-02 05:00:00-03:00,SITE_A,SITE_A_M1,25.28648660148478,23.093454670266475,2024-09-02 05:00:00-03:00
2024-09-02 06:00:00-03:00,SITE_A,SITE_A_M1,22.602010092700514,23.535298887079282,2024-09-02 06:00:00-03:00
2024-09-02 07:00:00-03:00,SITE_A,SITE_A_M1,19.767283863637807,24.18761252831586,2024-09-02 07:00:00-03:00
2024-09-02 08:00:00-03:00,SITE_A,SITE_A_M1,24.28717133409315,26.95830376307331,2024-09-02 08:00:00-03:00
2024-09-02 09:00:00-03:00,SITE_A,SITE_A_M1,27.910900269226246,27.676122314076824,2024-09-02 09:00:00-03:00
2024-09-02 10:00:00-03:00,SITE_A,SITE_A_M1,24.25501491794248,26.279278249819626,2024-09-02 10:00:00-03:00
2024-09-02 11:00:00-03:00,SITE_A,SITE_A_M1,24.87453321570591,26.144247590837782,2024-09-02 11:00:00-03:00
2024-09-02 12:00:00-03:00,SITE_A,SITE_A_M1,26.455008379804582,26.12122437665213,2024-09-02 12:00:00-03:00
2024-09-02 13:00:00-03:00,SITE_A,SITE_A_M1,22.775884103436233,26.74142136082652,2024-09-02 13:00:00-03:00
2024-09-02 14:00:00-03:00,SITE_A,SITE_A_M1,25.845319146766403,26.558443746691992,2024-09-02 14:00:00-03:00
2024-09-02 16:00:00-03:00,SITE_A,SITE_A_M1,24.546082234628717,26.988732569086814,2024-09-02 16:00:00-03:00
2024-09-02 17:00:00-03:00,SITE_A,SITE_A_M1,25.689656013100002,27.143164736787227,2024-09-02 17:00:00-03:00
2024-09-02 18:00:00-03:00,SITE_A,SITE_A_M1,24.511028714908164,25.900193665227818,2024-09-02 18:00:00-03:00
2024-09-02 19:00:00-03:00,SITE_A,SITE_A_M1,23.572363200579275,22.995304081695817,2024-09-02 19:00:00-03:00
2024-09-02 20:00:00-03:00,SITE_A,SITE_A_M1,25.027729518769817,23.634618569105186,2024-09-02 20:00:00-03:00
2024-09-02 21:00:00-03:00,SITE_A,SITE_A_M1,22.092038749145843,22.915445856165842,2024-09-02 21:00:00-03:00
2024-09-02 22:00:00-03:00,SITE_A,SITE_A_M1,21.82619035994698,22.85226760896879,2024-09-02 22:00:00-03:00
2024-09-02 23:00:00-03:00,SITE_A,SITE_A_M1,22.798379194345557,23.78931831668317,2024-09-02 23:00:00-03:00
2024-09-03 00:00:00-03:00,SITE_A,SITE_A_M1,21.243752635503274,22.91551011874894,2024-09-03 00:00:00-03:00
2024-09-03 01:00:00-03:00,SITE_A,SITE_A_M1,21.44666406450324,23.472523548016213,2024-09-03 01:00:00-03:00
2024-09-03 02:00:00-03:00,SITE_A,SITE_A_M1,21.0149878734323,23.724625061489586,2024-09-03 02:00:00-03:00
2024-09-03 03:00:00-03:00,SITE_A,SITE_A_M1,20.999954209884375,23.18714947182419,2024-09-03 03:00:00-03:00
2024-09-03 04:00:00-03:00,SITE_A,SITE_A_M1,25.76000909677036,23.789456787464143,2024-09-03 04:00:00-03:00
2024-09-03 05:00:00-03:00,SITE_A,SITE_A_M1,22.079560545424936,23.252956362306477,2024-09-03 05:00:00-03:00
2024-09-03 06:00:00-03:00,SITE_A,SITE_A_M1,19.24880534782854,24.154956931964833,2024-09-03 06:00:00-03:00
2024-09-03 07:00:00-03:00,SITE_A,SITE_A_M1,22.451841820896064,23.505770536365198,2024-09-03 07:00:00-03:00
2024-09-03 08:00:00-03:00,SITE_A,SITE_A_M1,24.457804907702673,27.096822495409896,2024-09-03 08:00:00-03:00
2024-09-03 09:00:00-03:00,SITE_A,SITE_A_M1,27.108262918210478,27.141187162501645,2024-09-03 09:00:00-03:00
2024-09-03 10:00:00-03:00,SITE_A,SITE_A_M1,26.800665993286483,26.639102095211744,2024-09-03 10:00:00-03:00
2024-09-03 11:00:00-03:00,SITE_A,SITE_A_M1,26.347388145040668,25.885717638750577,2024-09-03 11:00:00-03:00
2024-09-03 12:00:00-03:00,SITE_A,SITE_A_M1,26.811214132323684,26.951469371226445,2024-09-03 12:00:00-03:00
2024-09-03 13:00:00-03:00,SITE_A,SITE_A_M1,26.324370889246147,26.87859577953587,2024-09-03 13:00:00-03:00
2024-09-03 14:00:00-03:00,SITE_A,SITE_A_M1,25.011919630696028,27.22689760962615,2024-09-03 14:00:00-03:00
2024-09-03 15:00:00-03:00,SITE_A,SITE_A_M1,26.750028094645533,26.761724369030283,2024-09-03 15:00:00-03:00
2024-09-03 16:00:00-03:00,SITE_A,SITE_A_M1,28.467634832240662,26.69172462890498,2024-09-03 16:00:00-03:00
2024-09-03 17:00:00-03:00,SITE_A,SITE_A_M1,30.259183058323096,27.72561369583287,2024-09-03 17:00:00-03:00
2024-09-03 18:00:00-03:00,SITE_A,SITE_A_M1,26.226626047139337,26.237603548205684,2024-09-03 18:00:00-03:00
2024-09-03 19:00:00-03:00,SITE_A,SITE_A_M1,23.732764515800866,24.086425971215938,2024-09-03 19:00:00-03:00
2024-09-03 20:00:00-03:00,SITE_A,SITE_A_M1,23.74940880206272,23.19441013642553,2024-09-03 20:00:00-03:00
2024-09-03 21:00:00-03:00,SITE_A,SITE_A_M1,25.238628636556836,23.27287556059554,2024-09-03 21:00:00-03:00
2024-09-03 22:00:00-03:00,SITE_A,SITE_A_M1,22.517303149226265,23.401204965259012,2024-09-03 22:00:00-03:00
2024-09-03 23:00:00-03:00,SITE_A,SITE_A_M1,24.25199650493263,23.23304934390074,2024-09-03 23:00:00-03:00
2024-09-04 00:00:00-03:00,SITE_A,SITE_A_M1,22.32163312297414,23.98107429533632,2024-09-04 00:00:00-03:00
2024-09-04 01:00:00-03:00,SITE_A,SITE_A_M1,24.12739171024132,24.28355214383597,2024-09-04 01:00:00-03:00
2024-09-04 02:00:00-03:00,SITE_A,SITE_A_M1,24.96850060892991,23.931741222563712,2024-09-04 02:00:00-03:00
2024-09-04 03:00:00-03:00,SITE_A,SITE_A_M1,21.598643106910195,23.820731634157404,2024-09-04 03:00:00-03:00
2024-09-04 04:00:00-03:00,SITE_A,SITE_A_M1,22.24294786922046,23.217330478252208,2024-09-04 04:00:00-03:00
2024-09-04 05:00:00-03:00,SITE_A,SITE_A_M1,25.081062233861413,24.01687931767843,2024-09-04 05:00:00-03:00
2024-09-04 06:00:00-03:00,SITE_A,SITE_A_M1,25.16447894788404,24.840588377835786,2024-09-04 06:00:00-03:00
